Left_Arm_Joint_1,Left_Arm_Joint_2,Left_Arm_Joint_3,Left_Arm_Joint_4,Left_Arm_Joint_5,Left_Arm_Joint_6,Left_Arm_Joint_7,Right_Arm_Joint_1,Right_Arm_Joint_2,Right_Arm_Joint_3,Right_Arm_Joint_4,Right_Arm_Joint_5,Right_Arm_Joint_6,Right_Arm_Joint_7
-1.7636538262937194,-0.9527300423911366,2.2013624747526497,-2.702137669019123,-0.8598438956228349,2.243938938444362,1.2792296942295376,-1.0925635567368004,0.7212705878421717,0.7608176289621695,-2.6724675851297444,1.0962840194228654,2.0039620533202256,-1.440126362883187
-1.7636541096387215,-0.9527297455965863,2.2013626037752343,-2.7021376228083813,-0.8598442410690847,2.2439386695706913,1.279229933973891,-1.0925635338627242,0.7212705755415596,0.7608176139701349,-2.6724675837696426,1.0962840308094006,2.003962038439025,-1.44012636986664
-1.763653973570075,-0.9527298749736431,2.2013625410164517,-2.702137646963509,-0.8598440643192146,2.243938808686552,1.2792298112089888,-1.092563433069256,0.721270512763579,0.7608175650632946,-2.6724675592088,1.0962840823431133,2.0039619682070633,-1.4401264027484197
-1.7636540817907367,-0.9527297792254934,2.2013625869322238,-2.702137628529118,-0.8598442008238376,2.243938701719844,1.2792299057612242,-1.0925634600641652,0.7212705291361455,0.7608175561235159,-2.672467577146185,1.0962840734377908,2.0039619817308743,-1.440126396306381
-1.763654054790562,-0.9527298039456055,2.201362578083498,-2.7021376321420254,-0.8598441735988533,2.243938722848064,1.2792298868650767,-1.0925635716648046,0.7212705973180582,0.7608176407996552,-2.672467586275379,1.0962840098290239,2.0039620648040963,-1.4401263573018255
-1.7636541019284078,-0.9527297522945819,2.2013626016109424,-2.7021376237629897,-0.859844233873163,2.2439386751534496,1.2792299289791487,-1.0925636301885646,0.7212706336779273,0.7608176860380141,-2.672467591395568,1.096283976613583,2.0039621092224116,-1.4401263366357995
-1.7636540476310052,-0.9527298158428253,2.201362570345313,-2.702137634096439,-0.8598441570021527,2.2439387350870907,1.2792298756320233,-1.0925635708567194,0.7212705948304587,0.7608176373726684,-2.67246758555026,1.096284012987061,2.0039620617229064,-1.4401263589424356
-1.7636541912541075,-0.9527296624669437,2.2013626377518385,-2.702137610394796,-0.8598443361981392,2.243938595592031,1.2792299998962784,-1.0925634957291572,0.7212705508664715,0.7608175840410608,-2.6724675805568006,1.096284052899937,2.0039620086624734,-1.4401263835982667
-1.7636540264881417,-0.9527298313978672,2.201362567184515,-2.7021376360802662,-0.8598441417746936,2.2439387468373178,1.2792298650623435,-1.0925636822183091,0.7212706643471806,0.7608177239343678,-2.672467595301931,1.0962839480630096,2.0039621465170097,-1.440126319128633
-1.763654118647948,-0.9527297455679943,2.2013625904038707,-2.7021376236571997,-0.8598442381555262,2.2439386718587704,1.2792299319700884,-1.092563739440674,0.7212706952079017,0.7608177621052078,-2.6724675882313105,1.0962839190453544,2.0039621833906955,-1.4401263019080641
-1.7636539884164204,-0.9527298749045918,2.2013625462980193,-2.702137643097272,-0.8598440895437706,2.2439387875455847,1.2792298288122979,-1.0925633856076102,0.7212704853296179,0.7608175020113097,-2.6724675717892246,1.0962841149433922,2.003961928554476,-1.4401264214551266
-1.7636540876567461,-0.9527297700155415,2.2013625934931254,-2.702137626519479,-0.8598442135014877,2.2439386917859143,1.2792299146549262,-1.09256356101201,0.7212705920710227,0.7608176335521567,-2.672467585472696,1.0962840156552907,2.0039620581125024,-1.440126360690863
-1.7636540593873078,-0.9527297960494173,2.201362583027632,-2.7021376305213636,-0.8598441832982019,2.2439387145061853,1.2792298938799327,-1.092563603964687,0.7212706181995322,0.760817666909774,-2.6724675894192065,1.0962839910235633,2.003962090399159,-1.440126345472082
-1.763654076661378,-0.9527297853713623,2.201362583849708,-2.702137629529683,-0.8598441933398686,2.243938707554484,1.2792299005673975,-1.092563574181968,0.7212705968949864,0.7608176399245329,-2.6724675858490827,1.0962840103299176,2.00396206415879,-1.4401263576115073
-1.7636540090191062,-0.9527298520171888,2.2013625571523487,-2.702137639635143,-0.8598441176138312,2.2439387664342476,1.2792298480101256,-1.092563531155023,0.7212705728636741,0.7608176104709558,-2.6724675830586513,1.0962840326282963,2.003962035023439,-1.4401263712841468
-1.763654125470903,-0.9527297287194467,2.201362611465646,-2.7021376203516483,-0.8598442616981365,2.243938654271664,1.279229948004649,-1.0925635604539181,0.7212705915447607,0.760817633796416,-2.6724675856678854,1.0962840151597955,2.0039620578296224,-1.4401263605727115
-1.7636541279593712,-0.9527297346726886,2.2013626050101855,-2.702137621452148,-0.8598442514474105,2.2439386623460362,1.2792299410032493,-1.0925636450202092,0.721270639229406,0.7608176912108252,-2.6724675915699807,1.096283971940047,2.003962115281442,-1.4401263338601165
-1.763653993789697,-0.95272986863257,2.2013625493780693,-2.7021376420796854,-0.859844097127074,2.243938781636319,1.2792298340750936,-1.0925636649774517,0.7212706524721503,0.7608177089653453,-2.672467593497648,1.0962839592089917,2.003962131967072,-1.4401263259619346
-1.7636540298494823,-0.9527298276992571,2.2013625679991122,-2.702137635868662,-0.8598441455510787,2.2439387439202267,1.2792298675837814,-1.092563469532503,0.7212705362699579,0.7608175661567029,-2.672467578842397,1.096284066439659,2.0039619909695707,-1.44012639190045
-1.7636541523746219,-0.9527296906020103,2.2013626206629255,-2.702137618260204,-0.8598442791075043,2.2439386422922896,1.2792299600842523,-1.0925635231077728,0.7212705670811391,0.7608176314493859,-2.6724675658465347,1.0962840319740035,2.0039620338798496,-1.4401263719805235
-1.7636539850580066,-0.9527298795772813,2.20136254383833,-2.7021376440864557,-0.8598440844490552,2.24393879228204,1.279229824995307,-1.0925636844046518,0.7212706630904591,0.7608177219375551,-2.6724675944899947,1.0962839486407077,2.003962144733821,-1.440126319784601
-1.763392080846764,-0.9529840214015474,2.201111802165815,-2.702227949833891,-0.8595771015790403,2.2441084258018202,1.2789659251913446,-1.0930942345081143,0.7215538003104274,0.7613331753622216,-2.672546295927648,1.0960161882865183,2.0042647576081203,-1.4398915919188287
-1.7628941540390004,-0.9534672116726007,2.20063525256015,-2.7023995812647894,-0.8590694594738247,2.2444310203473137,1.2784642555970993,-1.0941026166044185,0.7220919591362456,0.7623127838633523,-2.672695854818663,1.095507257457025,2.004839963964944,-1.4394454949865232
